summarized_reviews,sentiments
 i am there everyday with the same coffee order and everyday they get it wrong . After going there everyday for months you would think they would know the order by now but apparently they are stoned or something . More than once i have attempted,"{'label': 'NEGATIVE', 'score': 0.9992080330848694}"
one of the only 24 hour drivethru spots in south beachdo i really need to review the food,"{'label': 'NEGATIVE', 'score': 0.9949914813041687}"
 this mcdonalds is located directly across from university of miami which is the why it is such a hub for students . The drive through can be a pain to deal with because of the long waits and relatively slow costumer service .,"{'label': 'NEGATIVE', 'score': 0.998802661895752}"
 There is nothing but the bagel no cream cheese no napkins no jelly no jelly . How do you hand your customer a bag without napkins and nevermind the cream cheese i actually paid for?,"{'label': 'NEGATIVE', 'score': 0.9983342289924622}"
 The young black guy with a shaved headreal short hair wouldnt let me order a mcflurry from the window . The drive through is so my lazy a does not have to walk inside .,"{'label': 'POSITIVE', 'score': 0.9050586819648743}"
 The customer service is alright and the food is basically what every mcdonalds has every night they only take cash which sucks for me because i do not carry cash . Usually 4 is hella busy with middle schoolers and college students .,"{'label': 'NEGATIVE', 'score': 0.9861387610435486}"
this location has gotten better over the last couple years quick and painless drive through ask for ketchup i highly recommend the chicken mcnuggets or the famous mcgangbang,"{'label': 'NEGATIVE', 'score': 0.9652382731437683}"
 dining room is small but clean drivethru does not work well because customers come off of the side street instead of the main highway .,"{'label': 'NEGATIVE', 'score': 0.999167799949646}"
 Worst service ever i have twice before contacted management it seems now to no effect i mean it is mcdonalds one is not expecting white gloves and waiters but one does not expect that when there are two orders on the board for the,"{'label': 'NEGATIVE', 'score': 0.9992411136627197}"
 drive thrus are usually quick and painless in socal at least the lady working the drive thru was rude . She repeated our whole order and it was still wrong after paying and going to the next window we had to park our car,"{'label': 'NEGATIVE', 'score': 0.9990202188491821}"
 The manager stood at the register taking orders while simultaneously yelling at her staff across the kitchen . She would actually stop the customers midorder to shout some command or threat to her staff behind once i received my food i sat myself as far from,"{'label': 'NEGATIVE', 'score': 0.9983304142951965}"
 The manager promptly refunded my purchaseno ice cream and no apple pies . This is not the first time for this location unacceptable for such a prestigious franchiset .,"{'label': 'NEGATIVE', 'score': 0.9994126558303833}"
 An average wait for a small fry is 25 minutes in a McDonald's drive-thru . This is the worst continuing costumer service i have ever experienced over the course of three years .,"{'label': 'NEGATIVE', 'score': 0.999777615070343}"
 The managers are the rudest and when you order extra tomatoes or in my case onions you do not get what you pay extra for is like they do not compute . The teachers from the school i work at have gotten their identification stolen after,"{'label': 'NEGATIVE', 'score': 0.9998003840446472}"
 McDonalds is an utter mess in the drivethru and dining room . If you go during peak hours chances are youll be waiting for a while andor your order will be incorrect .,"{'label': 'NEGATIVE', 'score': 0.9997803568840027}"
 i have been here about 45 times for some reason i have to park until they bring me the order gets annoying after a while . The food it is not even for me my girlfriend likes mcdonalds do not come here if your hungry,"{'label': 'NEGATIVE', 'score': 0.9992947578430176}"
 i got fed up when a fly landed on my ear and i had to stifle vomit . They took forever taking my order twice as long as giving me my order . i got tired of having to swat flies away from me the entire,"{'label': 'NEGATIVE', 'score': 0.998212456703186}"
 This is by far my favorite mcdonalds anywhere it is completely remodeled pristine and clean then they always have what i am looking for shamrock shake you got it .,"{'label': 'POSITIVE', 'score': 0.9902468919754028}"
 Yelp reviews said this mcdonalds accepted credit late at night and that they had a lot of items in the menu . But guess what only cash at 2am and they only had mcnuggets and a chicken sandwich went for the m,"{'label': 'NEGATIVE', 'score': 0.9921220541000366}"
convenient location to grab a drink on the way to the office traffic a bit if a problem but i got that one figured now if you are travelling north on collins just gotta drive south to do a uturn,"{'label': 'NEGATIVE', 'score': 0.9792540073394775}"
always slow service none of the staff smiles the manager anthony goes out of his way to show that he does not have to say may i help you or thank you after a transactionpretty much the whole store refuses to live up to mcdonalds service and customer service standards,"{'label': 'NEGATIVE', 'score': 0.9988787770271301}"
 The drive through makes you place the order at the window and they take 20 plus mins to get to you . The employees need better training there are mentally thisabled homeless people that can do a better job of taking your order .,"{'label': 'NEGATIVE', 'score': 0.9984654188156128}"
 At this point mcdonalds is the same restaurant after restaurant but every now and then you get the special ones with the playground for the kids or the fake me out starbucks looking cafi or the 2lane drive thru this one has,"{'label': 'NEGATIVE', 'score': 0.9917530417442322}"
 The manager rolando rojas is the worst manager i have ever seen in my life it was so uncomfortable to be having breakfast when the manager was screaming at his employees and i quote  i am going to burn your eyes with coffee maybe,"{'label': 'NEGATIVE', 'score': 0.9995895028114319}"
7  for a saturated fat meal a rip off the people who work there do not speak english i just ate fries and a chicken sandwich and feel fat hahaah,"{'label': 'NEGATIVE', 'score': 0.9969633221626282}"
 If a restaurant is open 247 which this one is they understand that people have different schedules people want to eat and enjoy their food at any hour . i went back at 1055am to order lunch  the drive thru person made me wait,"{'label': 'NEGATIVE', 'score': 0.9884604215621948}"
 The total time it took me to get my meal was 20 minutes after i entered the drive thru . My order was wrong go figure i called customer service to complain .,"{'label': 'NEGATIVE', 'score': 0.9996389150619507}"
they are open good service,"{'label': 'POSITIVE', 'score': 0.9998437166213989}"
 i asked for coffee with milk and the lively manager on duty handed me a separate cup of lovingly steamed milk . There are also plugs by several seats if you need to drop by and charge a phone etc .,"{'label': 'POSITIVE', 'score': 0.8643164038658142}"
all the drive through employees were very polite and courteous but in the end it is still mcdonalds,"{'label': 'NEGATIVE', 'score': 0.825374186038971}"
 The young latin female manager would yell and belittle her employees in front of customers . The manager continues barking orders and insulting her employees as she did nothing . The owner is loosing money having this person run his store .,"{'label': 'NEGATIVE', 'score': 0.998641312122345}"
